gene_symbol,n_matrices_present,GSE25066_GPL96,GSE20271_GPL96,GSE32646_GPL570,GSE41998_GPL571,GSE50948_GPL570,GSE66305_GPL570,GSE163882_GPL18573,GSE194040_GPL20078,GSE194040_GPL30493,GSE106977_GPL17586,GSE109710_GPL24546,GSE130786_GPL6480
AC004593.3,1,0,0,0,0,0,0,1,0,0,0,0,0
AC004595.1,1,0,0,0,0,0,0,1,0,0,0,0,0
AC004603.4,1,0,0,0,0,0,0,1,0,0,0,0,0
AC004623.2,1,0,0,0,0,0,0,1,0,0,0,0,0
AC004623.3,1,0,0,0,0,0,0,1,0,0,0,0,0
AC004637.1,1,0,0,0,0,0,0,1,0,0,0,0,0
AC004655.1,1,0,0,0,0,0,0,1,0,0,0,0,0
AC004673.1,1,0,0,0,0,0,0,1,0,0,0,0,0
AC004674.1,1,0,0,0,0,0,0,1,0,0,0,0,0
AC004691.5,1,0,0,0,0,0,0,1,0,0,0,0,0
AC004692.4,1,0,0,0,0,0,0,1,0,0,0,0,0
AC004692.5,1,0,0,0,0,0,0,1,0,0,0,0,0
AC004699.1,1,0,0,0,0,0,0,1,0,0,0,0,0
AC004702.2,1,0,0,0,0,0,0,1,0,0,0,0,0
AC004744.3,1,0,0,0,0,0,0,1,0,0,0,0,0
AC004745.1,1,0,0,0,0,0,0,1,0,0,0,0,0
AC004754.3,1,0,0,0,0,0,0,1,0,0,0,0,0
AC004769.1,1,0,0,0,0,0,0,1,0,0,0,0,0
AC004775.5,1,0,0,0,0,0,0,1,0,0,0,0,0
AC004791.2,1,0,0,0,0,0,0,1,0,0,0,0,0
AC004812.1,1,0,0,0,0,0,0,1,0,0,0,0,0
AC004813.1,1,0,0,0,0,0,0,1,0,0,0,0,0
AC004819.1,1,0,0,0,0,0,0,1,0,0,0,0,0
AC004824.1,1,0,0,0,0,0,0,1,0,0,0,0,0
AC004824.2,1,0,0,0,0,0,0,1,0,0,0,0,0
AC004832.1,1,0,0,0,0,0,0,1,0,0,0,0,0
AC004837.1,1,0,0,0,0,0,0,1,0,0,0,0,0
AC004837.3,1,0,0,0,0,0,0,1,0,0,0,0,0
AC004837.4,1,0,0,0,0,0,0,1,0,0,0,0,0
AC004837.5,1,0,0,0,0,0,0,1,0,0,0,0,0
AC004840.8,1,0,0,0,0,0,0,1,0,0,0,0,0
AC004840.9,1,0,0,0,0,0,0,1,0,0,0,0,0
AC004846.1,1,0,0,0,0,0,0,1,0,0,0,0,0
AC004850.1,1,0,0,0,0,0,0,1,0,0,0,0,0
AC004851.1,1,0,0,0,0,0,0,1,0,0,0,0,0
AC004854.4,1,0,0,0,0,0,0,1,0,0,0,0,0
AC004854.5,1,0,0,0,0,0,0,1,0,0,0,0,0
AC004862.6,1,0,0,0,0,0,0,1,0,0,0,0,0
AC004866.1,1,0,0,0,0,0,0,1,0,0,0,0,0
AC004866.3,1,0,0,0,0,0,0,1,0,0,0,0,0
AC004869.2,1,0,0,0,0,0,0,1,0,0,0,0,0
AC004869.3,1,0,0,0,0,0,0,1,0,0,0,0,0
AC004870.3,1,0,0,0,0,0,0,1,0,0,0,0,0
AC004870.4,1,0,0,0,0,0,0,1,0,0,0,0,0
AC004870.5,1,0,0,0,0,0,0,1,0,0,0,0,0
AC004875.1,1,0,0,0,0,0,0,1,0,0,0,0,0
AC004878.2,1,0,0,0,0,0,0,1,0,0,0,0,0
AC004878.8,1,0,0,0,0,0,0,1,0,0,0,0,0
AC004893.10,1,0,0,0,0,0,0,1,0,0,0,0,0
AC004893.11,1,0,0,0,0,0,0,1,0,0,0,0,0
AC004895.1,1,0,0,0,0,0,0,1,0,0,0,0,0
AC004895.4,1,0,0,0,0,0,0,1,0,0,0,0,0
AC004899.3,1,0,0,0,0,0,0,1,0,0,0,0,0
AC004901.1,1,0,0,0,0,0,0,1,0,0,0,0,0
AC004906.3,1,0,0,0,0,0,0,1,0,0,0,0,0
AC004911.2,1,0,0,0,0,0,0,1,0,0,0,0,0
AC004915.1,1,0,0,0,0,0,0,1,0,0,0,0,0
AC004920.2,1,0,0,0,0,0,0,1,0,0,0,0,0
AC004920.3,1,0,0,0,0,0,0,1,0,0,0,0,0
AC004924.1,1,0,0,0,0,0,0,1,0,0,0,0,0
AC004938.5,1,0,0,0,0,0,0,1,0,0,0,0,0
AC004941.3,1,0,0,0,0,0,0,1,0,0,0,0,0
AC004941.5,1,0,0,0,0,0,0,1,0,0,0,0,0
AC004943.1,1,0,0,0,0,0,0,1,0,0,0,0,0
AC004945.1,1,0,0,0,0,0,0,1,0,0,0,0,0
AC004947.2,1,0,0,0,0,0,0,1,0,0,0,0,0
AC004951.5,1,0,0,0,0,0,0,1,0,0,0,0,0
AC004951.6,1,0,0,0,0,0,0,1,0,0,0,0,0
AC004953.1,1,0,0,0,0,0,0,1,0,0,0,0,0
AC004967.7,1,0,0,0,0,0,0,1,0,0,0,0,0
AC004969.1,1,0,0,0,0,0,0,1,0,0,0,0,0
AC004980.1,1,0,0,0,0,0,0,1,0,0,0,0,0
AC004980.10,1,0,0,0,0,0,0,1,0,0,0,0,0
AC004980.11,1,0,0,0,0,0,0,1,0,0,0,0,0
AC004980.7,1,0,0,0,0,0,0,1,0,0,0,0,0
AC004980.8,1,0,0,0,0,0,0,1,0,0,0,0,0
AC004980.9,1,0,0,0,0,0,0,1,0,0,0,0,0
AC004984.1,1,0,0,0,0,0,0,1,0,0,0,0,0
AC004985.12,1,0,0,0,0,0,0,1,0,0,0,0,0
AC004987.10,1,0,0,0,0,0,0,1,0,0,0,0,0
AC004987.9,1,0,0,0,0,0,0,1,0,0,0,0,0
AC004988.1,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005000.1,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005007.3,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005008.2,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005008.3,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005009.1,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005009.2,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005013.5,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005014.5,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005017.2,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005019.2,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005019.3,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005020.1,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005027.3,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005033.6,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005034.2,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005037.1,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005037.2,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005037.3,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005037.4,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005037.6,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005040.3,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005041.11,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005042.2,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005042.3,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005042.4,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005042.5,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005048.1,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005052.1,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005062.2,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005071.1,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005071.2,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005076.5,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005077.12,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005077.14,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005077.5,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005077.7,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005077.8,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005077.9,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005082.12,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005083.1,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005086.1,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005086.2,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005086.3,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005088.1,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005094.2,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005102.1,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005104.3,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005105.2,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005150.1,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005150.2,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005150.3,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005152.3,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005154.6,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005154.7,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005154.8,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005158.1,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005159.1,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005160.3,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005161.1,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005162.4,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005162.5,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005176.1,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005176.2,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005176.3,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005178.1,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005187.1,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005189.6,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005195.1,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005197.2,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005204.1,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005220.3,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005224.2,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005227.1,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005229.1,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005229.5,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005229.7,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005235.1,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005237.2,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005237.4,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005253.2,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005253.4,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005255.3,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005255.5,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005255.6,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005256.1,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005262.2,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005262.3,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005262.4,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005264.2,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005276.1,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005281.1,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005281.2,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005284.1,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005288.1,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005300.5,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005301.8,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005304.1,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005306.3,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005307.1,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005307.3,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005324.6,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005324.7,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005329.7,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005330.2,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005336.4,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005336.5,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005339.2,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005351.1,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005355.1,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005355.2,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005355.3,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005356.1,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005357.1,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005358.3,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005363.11,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005363.9,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005375.1,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005382.1,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005387.2,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005387.3,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005391.2,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005392.13,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005394.1,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005412.1,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005477.1,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005480.1,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005481.5,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005487.2,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005488.11,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005498.3,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005498.4,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005510.3,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005513.1,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005514.2,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005517.3,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005518.2,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005519.4,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005522.6,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005522.7,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005523.2,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005523.3,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005532.5,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005534.6,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005534.8,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005537.2,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005538.1,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005538.3,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005538.5,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005539.2,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005540.3,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005546.2,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005549.1,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005549.2,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005550.3,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005550.5,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005559.3,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005562.1,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005578.3,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005588.2,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005592.1,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005592.2,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005592.3,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005593.2,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005597.1,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005606.14,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005606.15,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005609.16,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005609.17,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005609.18,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005609.19,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005609.2,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005609.20,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005614.3,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005614.5,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005616.1,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005616.2,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005618.6,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005618.8,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005618.9,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005621.1,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005624.2,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005625.1,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005626.3,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005631.1,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005668.1,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005682.5,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005682.6,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005682.7,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005686.1,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005701.1,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005702.1,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005702.2,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005702.3,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005702.4,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005703.2,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005703.3,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005722.4,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005725.1,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005730.2,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005740.3,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005740.4,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005740.5,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005740.6,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005741.2,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005752.10,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005753.1,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005754.7,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005754.8,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005757.6,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005757.7,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005758.1,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005772.2,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005775.2,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005776.1,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005777.3,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005779.2,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005780.1,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005783.1,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005785.2,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005785.5,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005786.3,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005786.5,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005786.6,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005786.7,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005789.11,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005789.9,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005794.1,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005795.1,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005796.2,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005808.3,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005822.1,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005828.1,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005838.2,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005863.1,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005863.2,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005884.1,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005901.1,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005915.1,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005926.1,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005932.1,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005943.6,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005944.2,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005954.3,1,0,0,0,0,0,0,1,0,0,0,0,0
AC005954.4,1,0,0,0,0,0,0,1,0,0,0,0,0
AC006000.5,1,0,0,0,0,0,0,1,0,0,0,0,0
AC006003.3,1,0,0,0,0,0,0,1,0,0,0,0,0
AC006004.1,1,0,0,0,0,0,0,1,0,0,0,0,0
AC006007.1,1,0,0,0,0,0,0,1,0,0,0,0,0
AC006011.4,1,0,0,0,0,0,0,1,0,0,0,0,0
AC006014.7,1,0,0,0,0,0,0,1,0,0,0,0,0
AC006014.8,1,0,0,0,0,0,0,1,0,0,0,0,0
AC006019.3,1,0,0,0,0,0,0,1,0,0,0,0,0
AC006019.4,1,0,0,0,0,0,0,1,0,0,0,0,0
AC006022.4,1,0,0,0,0,0,0,1,0,0,0,0,0
AC006026.1,1,0,0,0,0,0,0,1,0,0,0,0,0
AC006026.10,1,0,0,0,0,0,0,1,0,0,0,0,0
AC006026.12,1,0,0,0,0,0,0,1,0,0,0,0,0
AC006026.13,1,0,0,0,0,0,0,1,0,0,0,0,0
AC006026.9,1,0,0,0,0,0,0,1,0,0,0,0,0
AC006028.11,1,0,0,0,0,0,0,1,0,0,0,0,0
AC006033.22,1,0,0,0,0,0,0,1,0,0,0,0,0
AC006037.2,1,0,0,0,0,0,0,1,0,0,0,0,0
AC006041.1,1,0,0,0,0,0,0,1,0,0,0,0,0
AC006042.6,1,0,0,0,0,0,0,1,0,0,0,0,0
AC006042.7,1,0,0,0,0,0,0,1,0,0,0,0,0
AC006042.8,1,0,0,0,0,0,0,1,0,0,0,0,0
AC006050.2,1,0,0,0,0,0,0,1,0,0,0,0,0
AC006070.12,1,0,0,0,0,0,0,1,0,0,0,0,0
AC006076.1,1,0,0,0,0,0,0,1,0,0,0,0,0
AC006077.3,1,0,0,0,0,0,0,1,0,0,0,0,0
AC006077.4,1,0,0,0,0,0,0,1,0,0,0,0,0
AC006115.1,1,0,0,0,0,0,0,1,0,0,0,0,0
AC006115.6,1,0,0,0,0,0,0,1,0,0,0,0,0
AC006116.1,1,0,0,0,0,0,0,1,0,0,0,0,0
AC006116.12,1,0,0,0,0,0,0,1,0,0,0,0,0
AC006116.13,1,0,0,0,0,0,0,1,0,0,0,0,0
AC006116.14,1,0,0,0,0,0,0,1,0,0,0,0,0
AC006116.15,1,0,0,0,0,0,0,1,0,0,0,0,0
AC006116.17,1,0,0,0,0,0,0,1,0,0,0,0,0
AC006116.19,1,0,0,0,0,0,0,1,0,0,0,0,0
AC006116.20,1,0,0,0,0,0,0,1,0,0,0,0,0
AC006116.21,1,0,0,0,0,0,0,1,0,0,0,0,0
AC006116.22,1,0,0,0,0,0,0,1,0,0,0,0,0
AC006116.24,1,0,0,0,0,0,0,1,0,0,0,0,0
AC006116.27,1,0,0,0,0,0,0,1,0,0,0,0,0
AC006126.3,1,0,0,0,0,0,0,1,0,0,0,0,0
AC006126.4,1,0,0,0,0,0,0,1,0,0,0,0,0
AC006128.2,1,0,0,0,0,0,0,1,0,0,0,0,0
AC006129.1,1,0,0,0,0,0,0,1,0,0,0,0,0
AC006129.2,1,0,0,0,0,0,0,1,0,0,0,0,0
AC006129.3,1,0,0,0,0,0,0,1,0,0,0,0,0
AC006130.1,1,0,0,0,0,0,0,1,0,0,0,0,0
AC006130.3,1,0,0,0,0,0,0,1,0,0,0,0,0
AC006130.4,1,0,0,0,0,0,0,1,0,0,0,0,0
AC006133.3,1,0,0,0,0,0,0,1,0,0,0,0,0
AC006133.7,1,0,0,0,0,0,0,1,0,0,0,0,0
AC006145.1,1,0,0,0,0,0,0,1,0,0,0,0,0
AC006150.1,1,0,0,0,0,0,0,1,0,0,0,0,0
AC006150.2,1,0,0,0,0,0,0,1,0,0,0,0,0
AC006153.3,1,0,0,0,0,0,0,1,0,0,0,0,0
AC006156.1,1,0,0,0,0,0,0,1,0,0,0,0,0
AC006156.2,1,0,0,0,0,0,0,1,0,0,0,0,0
AC006157.1,1,0,0,0,0,0,0,1,0,0,0,0,0
AC006157.2,1,0,0,0,0,0,0,1,0,0,0,0,0
AC006159.4,1,0,0,0,0,0,0,1,0,0,0,0,0
AC006159.5,1,0,0,0,0,0,0,1,0,0,0,0,0
AC006160.5,1,0,0,0,0,0,0,1,0,0,0,0,0
AC006195.2,1,0,0,0,0,0,0,1,0,0,0,0,0
AC006196.1,1,0,0,0,0,0,0,1,0,0,0,0,0
AC006227.1,1,0,0,0,0,0,0,1,0,0,0,0,0
AC006262.10,1,0,0,0,0,0,0,1,0,0,0,0,0
AC006262.11,1,0,0,0,0,0,0,1,0,0,0,0,0
AC006262.4,1,0,0,0,0,0,0,1,0,0,0,0,0
AC006262.5,1,0,0,0,0,0,0,1,0,0,0,0,0
AC006272.1,1,0,0,0,0,0,0,1,0,0,0,0,0
AC006272.2,1,0,0,0,0,0,0,1,0,0,0,0,0
AC006273.4,1,0,0,0,0,0,0,1,0,0,0,0,0
AC006273.5,1,0,0,0,0,0,0,1,0,0,0,0,0
AC006277.2,1,0,0,0,0,0,0,1,0,0,0,0,0
AC006277.3,1,0,0,0,0,0,0,1,0,0,0,0,0
AC006288.1,1,0,0,0,0,0,0,1,0,0,0,0,0
AC006296.1,1,0,0,0,0,0,0,1,0,0,0,0,0
AC006296.2,1,0,0,0,0,0,0,1,0,0,0,0,0
AC006322.1,1,0,0,0,0,0,0,1,0,0,0,0,0
AC006326.3,1,0,0,0,0,0,0,1,0,0,0,0,0
AC006326.5,1,0,0,0,0,0,0,1,0,0,0,0,0
AC006328.1,1,0,0,0,0,0,0,1,0,0,0,0,0
AC006328.2,1,0,0,0,0,0,0,1,0,0,0,0,0
AC006328.3,1,0,0,0,0,0,0,1,0,0,0,0,0
AC006328.4,1,0,0,0,0,0,0,1,0,0,0,0,0
AC006328.9,1,0,0,0,0,0,0,1,0,0,0,0,0
AC006335.10,1,0,0,0,0,0,0,1,0,0,0,0,0
AC006335.11,1,0,0,0,0,0,0,1,0,0,0,0,0
AC006335.2,1,0,0,0,0,0,0,1,0,0,0,0,0
AC006335.6,1,0,0,0,0,0,0,1,0,0,0,0,0
AC006355.3,1,0,0,0,0,0,0,1,0,0,0,0,0
AC006366.3,1,0,0,0,0,0,0,1,0,0,0,0,0
